anchor_product_id,complement_product_id,anchor_name,complement_name,rule_id,rule_type,reason,override_condition_met,pair_count,copurchase_score,recipe_score_norm,recipe_overlap_tokens,only_staples_overlap,anchor_family,complement_family,anchor_category,complement_category,recipe_score_anchor,recipe_score_complement,purchase_score,recipe_compat_signal,complement_gate_reason,dominant_ingredient_flags,penalty_rule,penalty_match_strength,penalty_multiplier,raw_score_before_penalty,raw_score_after_penalty,final_score_after_penalty
17299,3191,Al Fakhama rice 5 kg,Sasa Salt – 700g,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,rice|salt,1.0,,,,,,,,,,,,,,,,
3191,17299,Sasa Salt – 700g,Al Fakhama rice 5 kg,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,salt|rice,1.0,,,,,,,,,,,,,,,,
17299,20834,Al Fakhama rice 5 kg,Afia coarse semolina 400 grams,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,rice|flour,1.0,,,,,,,,,,,,,,,,
20834,17299,Afia coarse semolina 400 grams,Al Fakhama rice 5 kg,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,flour|rice,1.0,,,,,,,,,,,,,,,,
17299,16486,Al Fakhama rice 5 kg,Wazin Semolina 400g,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,rice|flour,1.0,,,,,,,,,,,,,,,,
16486,17299,Wazin Semolina 400g,Al Fakhama rice 5 kg,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,flour|rice,1.0,,,,,,,,,,,,,,,,
17299,23291,Al Fakhama rice 5 kg,Sadia marinated chicken breasts with yoghurt 600g,rice_with_generic_chicken,soft_penalty,rice and chicken should need stronger recipe or pair evidence than a broad default,0,4,0.25,,,,rice_centric,,grains,protein,76.674,58.0775,0.25,67.3758,rice and chicken should need stronger recipe or pair evidence than a broad default,rice,rice_with_generic_chicken,1.0,0.84,54.8963,46.1129,47.0637
17299,17457,Al Fakhama rice 5 kg,Al-Taie Peeled Tomatoes - 400g,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,rice|tomatoes,1.0,,,,,,,,,,,,,,,,
17457,17299,Al-Taie Peeled Tomatoes - 400g,Al Fakhama rice 5 kg,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,tomatoes|rice,1.0,,,,,,,,,,,,,,,,
2868,5698,Foam Premium Flour – 1kg,Vegetables arugula,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,flour,1.0,,,,,,,,,,,,,,,,
5698,2868,Vegetables arugula,Foam Premium Flour – 1kg,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,flour,1.0,,,,,,,,,,,,,,,,
2868,5668,Foam Premium Flour – 1kg,Vegetables: green onions,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,flour|onions,1.0,,,,,,,,,,,,,,,,
5668,2868,Vegetables: green onions,Foam Premium Flour – 1kg,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,onions|flour,1.0,,,,,,,,,,,,,,,,
2868,22123,Foam Premium Flour – 1kg,Indomie Fried Noodles,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,flour,1.0,,,,,,,,,,,,,,,,
22123,2868,Indomie Fried Noodles,Foam Premium Flour – 1kg,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,flour,1.0,,,,,,,,,,,,,,,,
2868,10546,Foam Premium Flour – 1kg,Afia natural sea salt 700 grams,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,flour|salt,1.0,,,,,,,,,,,,,,,,
10546,2868,Afia natural sea salt 700 grams,Foam Premium Flour – 1kg,recipe_only_weak_block,hard_block,blocked_recipe_only_weak,0,0,0.0,0.0,salt|flour,1.0,,,,,,,,,,,,,,,,
28818,19590,Khalas Al Qassim Royal Dates 1 kg,Kraft cheese 50g,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,16,1.0,,,,,cheese,fruits,dairy,100.0,53.5275,1.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,49.5625,42.8716,43.9744
28818,8852,Khalas Al Qassim Royal Dates 1 kg,Salem Triangle Cheese - 120g,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,2,0.13,,,,,cheese,fruits,dairy,100.0,53.5275,0.13,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,50.835,43.9723,45.0812
19991,19590,Azouk Dates Tamskiri 500g,Kraft cheese 50g,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,2,0.13,,,,,cheese,fruits,dairy,100.0,53.5275,0.13,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,46.4443,40.1743,40.8799
22685,20605,Jawharat Al Nakheel Date Paste - 1kg,Greens pineapple jelly,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
20605,22685,Greens pineapple jelly,Jawharat Al Nakheel Date Paste - 1kg,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
22685,18984,Jawharat Al Nakheel Date Paste - 1kg,Greens Lemon Jelly,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
18984,22685,Greens Lemon Jelly,Jawharat Al Nakheel Date Paste - 1kg,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
22685,24650,Jawharat Al Nakheel Date Paste - 1kg,Ococo Macaron Biscuits Filled with Lemon Flavor 188 g,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
24650,22685,Ococo Macaron Biscuits Filled with Lemon Flavor 188 g,Jawharat Al Nakheel Date Paste - 1kg,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
22685,11415,Jawharat Al Nakheel Date Paste - 1kg,Foster Clarks Pomegranate Jelly 80 gm,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
11415,22685,Foster Clarks Pomegranate Jelly 80 gm,Jawharat Al Nakheel Date Paste - 1kg,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
22685,16653,Jawharat Al Nakheel Date Paste - 1kg,Yamour Pineapple Fruit Jam 400g,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
16653,22685,Yamour Pineapple Fruit Jam 400g,Jawharat Al Nakheel Date Paste - 1kg,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
22685,22622,Jawharat Al Nakheel Date Paste - 1kg,Jamie Up Lemon & Mint Carbonated Drink - 240ml,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
22622,22685,Jamie Up Lemon & Mint Carbonated Drink - 240ml,Jawharat Al Nakheel Date Paste - 1kg,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
22685,28396,Jawharat Al Nakheel Date Paste - 1kg,Foster Clarks Pomegranate Jelly Natural 80g,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
28396,22685,Foster Clarks Pomegranate Jelly Natural 80g,Jawharat Al Nakheel Date Paste - 1kg,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
24846,19590,"Murjan Dates - Sagai with Honey, Almond, and Sesame - 400g",Kraft cheese 50g,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,47.5072,41.0938,42.6764
24846,8852,"Murjan Dates - Sagai with Honey, Almond, and Sesame - 400g",Salem Triangle Cheese - 120g,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,48.0646,41.5759,43.1671
24846,1845,"Murjan Dates - Sagai with Honey, Almond, and Sesame - 400g",Puck square cream cheese 108g,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,47.5251,41.1092,42.1198
24846,20751,"Murjan Dates - Sagai with Honey, Almond, and Sesame - 400g",Kraft Cheese,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,48.0339,41.5493,42.6425
24846,17455,"Murjan Dates - Sagai with Honey, Almond, and Sesame - 400g",Punta Similar to Cream Cheese,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,47.8129,41.3582,42.983
24846,20812,"Murjan Dates - Sagai with Honey, Almond, and Sesame - 400g",Almarai Mozzarella Cheese,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,baking,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,1.0,0.82,51.2443,42.0203,42.9208
24846,20587,"Murjan Dates - Sagai with Honey, Almond, and Sesame - 400g",Almarai light feta cheese,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,45.2885,39.1746,39.7809
24846,275,"Murjan Dates - Sagai with Honey, Almond, and Sesame - 400g",Pride Cheese Slices Sandwich 170g*10,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,47.4662,41.0583,41.9137
28981,19590,Badia Al Arab fresh dates 1 kg sugar,Kraft cheese 50g,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,sugar,dates_with_generic_cheese,0.75,0.865,46.074,39.854,41.2894
28981,8852,Badia Al Arab fresh dates 1 kg sugar,Salem Triangle Cheese - 120g,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,sugar,dates_with_generic_cheese,0.75,0.865,44.8264,38.7748,40.16
28981,1845,Badia Al Arab fresh dates 1 kg sugar,Puck square cream cheese 108g,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,sugar,dates_with_generic_cheese,0.75,0.865,46.1823,39.9477,40.709
28981,20751,Badia Al Arab fresh dates 1 kg sugar,Kraft Cheese,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,sugar,dates_with_generic_cheese,0.75,0.865,47.2066,40.8337,41.6977
28981,17455,Badia Al Arab fresh dates 1 kg sugar,Punta Similar to Cream Cheese,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,sugar,dates_with_generic_cheese,0.75,0.865,44.8842,38.8248,40.2597
28981,20812,Badia Al Arab fresh dates 1 kg sugar,Almarai Mozzarella Cheese,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,baking,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,sugar,dates_with_generic_cheese,1.0,0.82,54.8061,44.941,45.6249
28981,20587,Badia Al Arab fresh dates 1 kg sugar,Almarai light feta cheese,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,sugar,dates_with_generic_cheese,0.75,0.865,48.8341,42.2415,42.5782
28981,275,Badia Al Arab fresh dates 1 kg sugar,Pride Cheese Slices Sandwich 170g*10,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,sugar,dates_with_generic_cheese,0.75,0.865,48.1547,41.6538,42.2575
6659,19590,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Kraft cheese 50g,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,47.3315,40.9418,42.2572
6659,24057,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Wadi Fatima Sweetened Condensed Milk 397 g,chocolate_with_plain_milk,soft_penalty,sweet pairings with milk are common but too broad as universal snack defaults,0,0,0.0,,,,,milk_dairy,fruits,dairy,100.0,57.85,0.0,78.925,sweet pairings with milk are common but too broad as universal snack defaults,,chocolate_with_plain_milk,0.2917,0.9475,53.9805,51.1465,51.819
6659,8852,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Salem Triangle Cheese - 120g,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,46.8826,40.5535,41.8414
6659,1845,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Puck square cream cheese 108g,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,46.5553,40.2703,40.6917
6659,20751,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Kraft Cheese,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,47.6851,41.2476,41.7899
6659,20307,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Al-Arabi Pure Vegetable Oil,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
20307,6659,Al-Arabi Pure Vegetable Oil,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
6659,18963,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Dalal pure vegetable oil 1.5 liters,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
18963,6659,Dalal pure vegetable oil 1.5 liters,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
6659,1847,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Boni Evaporated Milk,chocolate_with_plain_milk,soft_penalty,sweet pairings with milk are common but too broad as universal snack defaults,0,0,0.0,,,,,milk_dairy,fruits,dairy,100.0,57.85,0.0,78.925,sweet pairings with milk are common but too broad as universal snack defaults,,chocolate_with_plain_milk,0.2917,0.9475,51.106,48.423,50.1537
6659,17455,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Punta Similar to Cream Cheese,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,dairy,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,0.75,0.865,46.5052,40.227,41.5679
6659,20429,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Almarai Cheese Cubes,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
20429,6659,Almarai Cheese Cubes,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,sweet_savory_cooking_base_block,hard_block,savory_base_with_processed_sweet,0,0,0.0,,,,,,,,,,,,,,,,,,,
6659,20812,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Almarai Mozzarella Cheese,dates_with_generic_cheese,soft_penalty,dates pair better with dessert-style complements than generic cheese,0,0,0.0,,,,,cheese,fruits,baking,100.0,53.5275,0.0,76.7638,dates pair better with dessert-style complements than generic cheese,,dates_with_generic_cheese,1.0,0.82,47.5979,39.0303,39.2472
6659,1946,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Abu Qaws Authentic Tea Milk,chocolate_with_plain_milk,soft_penalty,sweet pairings with milk are common but too broad as universal snack defaults,0,0,0.0,,,,,milk_dairy,fruits,beverages,100.0,79.1037,0.0,89.5519,sweet pairings with milk are common but too broad as universal snack defaults,,chocolate_with_plain_milk,0.2917,0.9475,51.092,48.4097,49.7723
6659,2865,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Foster Clark's Milk Chocolate Cake Mix,chocolate_with_plain_milk,soft_penalty,sweet pairings with milk are common but too broad as universal snack defaults,0,0,0.0,,,,,milk_dairy,fruits,dairy,100.0,57.85,0.0,78.925,sweet pairings with milk are common but too broad as universal snack defaults,,chocolate_with_plain_milk,0.2917,0.9475,51.4173,48.7179,48.9886
6659,16636,Al-Mazhaq Al-Hejazi Dates with Chocolate 350g,Yamani baby milk 130g,chocolate_with_plain_milk,soft_penalty,sweet pairings with milk are common but too broad as universal snack defaults,0,0,0.0,,,,,milk_dairy,fruits,dairy,100.0,57.85,0.0,78.925,sweet pairings with milk are common but too broad as universal snack defaults,,chocolate_with_plain_milk,0.2917,0.9475,52.181,49.4415,51.3825
