product_id,product_name,recipe_score,saudi_importance,matched_ingredient
17460,الطائي بازلاء,22.0,low,peas
19034,ندى زبادي طازج كامل الدسم 1 كيلو,88.0,critical,yogurt
20219,Nadec Cream Cheese,76.5,very_high,cheese
21365,Baider Whole Chickpeas - 370g,79.2,very_high,chickpeas
22206,نادك لبن طازج كامل الدسم 1.75لتر,0.0,low,
23515,Panko Bread Crumbs - 200g,92.0,critical,bread
27290,بينت بتر زبدة الفول السوداني 454 جم,62.400000000000006,high,butter
60,Indomie Chicken Curry Flavor,85.5,very_high,chicken
1949,Low-Fat Milk Tea,85.0,critical,milk
2026,Al Khair Tuna Lemon & Black Pepper,85.0,critical,black_pepper
3724,Top Max Orange Juice 18×125ml,57.6,high,orange_juice
3727,Cream Biscuit Tishob 24×25g,56.0,high,cream
4951,الشامي شاي اخضر نعناع 15 خيط,62.400000000000006,high,mint
5033,اصالة نجد زعفران سوبر نقيل 1 جرام,57.6,high,saffron
5798,Alkhair Tuna Tern Small 80g,60.0,high,fish
6134,الشامي شاي اخضر 15 خيط,90.0,critical,tea
6962,الوراق بلس كاسات شاي 8 اونز,90.0,critical,tea
7002,الوطنية دجاج كامل متبل 600 جرام,85.5,very_high,chicken
8285,Almarai Long Life Low Fat Milk Bundle - 4x1L,85.0,critical,milk
9859,سيدار مطهر ومنظف برائحة الورد  3لتر + 1.5 لتر,0.0,low,
11204,فروتيتو لب المانجو المجمد 1كجم,34.8,medium,mango
12360,كاندي خليط كيك  الشوكلاتة  500جم,40.8,medium,vinegar
15017,Meryo Pretzel Baked Snacks with Pizza Flavor 250g,0.0,low,
15419,نستلة كوفي ميت 0 كولسترول 400جم,0.0,low,
17455,Punta Similar to Cream Cheese,76.5,very_high,cheese
18111,الخضار تفاح يمني,52.0,high,apple
19025,الطائي حليب مبخر,85.0,critical,milk
19047,امريكانا كرات لحم بقري,76.5,very_high,beef
19470,Nada Chocolate Milk,60.0,high,chocolate
20920,رويال شيش كباب غنم 320جم,0.0,low,
21585,Indomie Local Chicken Flavour Instant Noodles,62.400000000000006,high,pasta
21853,Al Khair Spicy Tuna,60.0,high,fish
23016,التنمية دجاج متبل تندوري600 جم,85.5,very_high,chicken
23052,التنمية دجاج مجمد 700جم,85.5,very_high,chicken
24562,Al Shami Green Tea with Lemon 15 Bags,90.0,critical,tea
1824,Indomie Vegetable Flavor,0.0,low,
1889,Farco Hot Chili Potato Sticks - 40g,0.0,low,
3100,لوزين تست بر 600جم,73.8,very_high,almonds
4455,Memories Tea Biscuits 12x75g,62.400000000000006,high,biscuits
5628,التنمية  صدور دجاج بدون عظم 450 جم,85.5,very_high,chicken
5671,الخضار بطاطا حلوه,0.0,low,
5739,الخضار افندي تركي,0.0,low,
11805,فيليدا ممسحة ارضيات قماش ابيض,88.0,critical,eggs
19272,العلالي نشاء ذره باكت,0.0,low,
25994,داوني منعم ملابس 3لتر + منعم مركز 700مل,0.0,low,
27233,مياه بیرین 330مل (حبة 24),0.0,low,
27898,الخضار تفاح احمر علبه,52.0,high,apple
1468,Foster Clark's Vanilla Cake Mix,39.0,medium,vanilla
3632,Bonita Toilet Tissue Bundle 10 Rolls,0.0,low,
3770,Greens Caramel Cream Dessert 12×70g,56.0,high,cream
5123,اكسبو اكواب ورقية 4 اونز,0.0,low,
6526,Gallon Waste Bags,0.0,low,
7386,Oradent Mouthwash & Antiseptic Mint Flavor - 250ml,62.400000000000006,high,mint
14361,مدهش بامية واحد مجمدة 400 جرام,36.0,medium,okra
14662,Pomegranate Molasses - 1000ml,39.0,medium,pomegranate_molasses
14675,Tomato Ketchup (Squeeze Bottle) - 340ml,0.0,low,
15074,مي سيداب بنكهة الدجاج الكوري الحار 5×87جم,85.5,very_high,chicken
16737,Nahoul Mini Vanilla Cake 12×32g,39.0,medium,vanilla
17267,برايد كريمة الطبخ,56.0,high,cream
23046,روفان زيت زيتون بكر ممتاز 500مل,64.0,high,olive_oil
24570,"Aryaf Rectangular Plates Size 1, 50 Pieces",0.0,low,
24722,Phone charging cable with,0.0,low,
25503,Ayra - Sparkling Natural Mineral Water (Glass Bottle) - 1 Liter,0.0,low,
26190,General disinfectant solution in a,0.0,low,
26404,غوار الزعيم رقائق سمبوسة 1 كجم,0.0,low,
2512,فرشلي فشار الميكروويف  94% خالي من الدسم 3.3 اونز,0.0,low,
3184,مكفيتز دايجستف لايت400جم,0.0,low,
5691,الخضار توت ازرق امريكي (نسخة),0.0,low,
5733,Al Khodar White Grapes Box,34.8,medium,grapes
5801,الخير تونة ماء وMLح 95جم,0.0,low,
10466,طربزون خبز تورتيلا بدقيق قمح البر 650 جرام,76.5,very_high,flour
15348,ندى زبادي يوناني ساده 2+1 مجانًا 160 جرام,88.0,critical,yogurt
15350,ندى زبادي يوناني فراوله قليل الدسم 2+1 مجانًا 160 جم,88.0,critical,yogurt
20501,Nutella Biscuits,62.400000000000006,high,biscuits
21619,ليبتون تروبيكال ايس تي زيرو سكر 320 مل (حبة 6),0.0,low,
23970,Pepsi Diet 245ml,0.0,low,
24961,داري مايونيز لايت 300جم,0.0,low,
27360,رويال فيليه سمك ابيض 1كيلو,88.0,critical,eggs
27731,كريسكو بخاخ زيت اصلي 170 جم,0.0,low,
27232,مياه بیرین 200 مل (حبة 24),0.0,low,
147,Cedar Fabric Softener (Blue Freshness) - 3 Liters,0.0,low,
3431,الوطنية دجاج مبرد 900 جرام,85.5,very_high,chicken
8726,زهرتي زيت دوار الشمس 1.5 لتر صافي,0.0,low,
14390,Mathaq Matbakhi Bahraini Mixed Spices - 150g,0.0,low,
20062,Baider Liquid Tahina - 500g,0.0,low,
1439,تيشوب بسكويت ماري 12×75جم,62.400000000000006,high,biscuits
1441,تيشوب بسكويت شاي 8×70 جم,62.400000000000006,high,biscuits
1627,جرينز مهلبية 85 جم (حبة 6),0.0,low,
1931,Hana Chopped Tomatoes,88.0,critical,tomatoes
2103,العلالي مربي الفارولة 400جم,0.0,low,
2197,Anchor Milk Powder – 1.8kg,85.0,critical,milk
2333,Boni Evaporated Milk Glass Bottle,85.0,critical,milk
4366,Lux Orchid Flower Body Wash 500ml,0.0,low,
5193,الخضار حبحب (نسخة),0.0,low,
5629,Tanmiya Frozen Chicken Breasts,85.5,very_high,chicken
5678,الخضار بوملي,0.0,low,
8645,ريم ورق عنب محشي 400 جم,34.8,medium,grapes
8852,Salem Triangle Cheese - 120g,76.5,very_high,cheese
11433,فوستر كلاركس كريم كراميل 50 جم,0.0,low,
12401,كاندي شعيرية سكرية ملونة لتزيين الكيك 300 جرام,40.8,medium,vermicelli
12704,كلاسنو قهوة سريعة التحضير 3في1 مزيج قهوة 15×20 جرام,0.0,low,
13656,Lotus Biscoff Cookie Butter Smooth - 400g,62.400000000000006,high,butter
14811,Valez Natural Fine Sea Salt 480g,92.0,critical,salt
15383,نستلة حليب مركز بالحليب الطازج ضغاط 450جم,85.0,critical,milk
15585,نوتيلا كريمة البندق والكاكاو 400 جرام,40.8,medium,cocoa
16984,Al Tai Chopped Tomatoes,88.0,critical,tomatoes
17254,Greens Orange Jelly,0.0,low,
17259,بوك جبنة مطبوخة قابل للدهن 900 جرام,76.5,very_high,cheese
17599,Al-Tai Hummus,0.0,low,
17960,كيك ياباني مثلث شوكلاتة 100 جم,0.0,low,
18298,رويال ملوخية 400جم,0.0,low,
18565,Dream Whip Whipped Topping Mix - 144g,0.0,low,
19427,عافية سميد ناعم400جرام,57.6,high,semolina
19568,المراعي خليط كريمة الخفق نكهة الفانيليا 70 جم,39.0,medium,vanilla
20357,رويال خضار مشكل 400جم,0.0,low,
20495,جرينز جيلي مانجا,0.0,low,
20553,Greens Strawberry Jelly,0.0,low,
20723,Greens Orange Jelly,0.0,low,
21451,فول مدمس حبه درجه اولى 400 جرام,0.0,low,
22103,كونتري كورن فليكس 14*375جرام,0.0,low,
24057,وادي فاطمة حليب محلى مكثف 397 جم,85.0,critical,milk
24723,كيك ياباني مثلث فراولة 100 جم,0.0,low,
24754,ماجي مرقة دجاج 18جم (حبة 30),85.5,very_high,chicken
3127,Luna Full Cream Fortified Milk Powder - 2500g,56.0,high,cream
10229,شوبا شوبس جيلي شريط كبير 57 جم,0.0,low,
21237,بنت الجزيرة ملح 700جم,92.0,critical,salt
25183,فارمير زيت زيتون 4 لتر,64.0,high,olive_oil
128,Spiral Pasta 400g,62.400000000000006,high,pasta
129,Original Chicken Drumstick Potatoes with Vegetable Flavor 20×12g,72.0,very_high,potatoes
433,Best Clean Disinfectant and Antiseptic 750ml,0.0,low,
1293,Tory Dishwashing Liquid with Lemon – 1.5L,64.0,high,lemon
1567,Galaxy Flutes Chocolate – Carton 33+3×22.5g,60.0,high,chocolate
1758,جلوريا حمص 370جم,79.2,very_high,chickpeas
1841,Barbican Pomegranate Flavored Malt Beverage - Can,37.199999999999996,medium,pomegranate
1918,لوزين تست ابيض 600جم,88.0,critical,eggs
1991,Esnad Coriander Powder – 200g,0.0,low,
2245,ايليت جبن قشقوان 200جم,76.5,very_high,cheese
3228,ندى عصير توت  1.3لتر,0.0,low,
3920,مذاق مطبخي بهارات بيضاء 150 جرام,60.0,high,baharat
4107,بطاطس عيدان اكياس فاركو  برازلي 5*20*12جم,72.0,very_high,potatoes
4556,هوبي جل استحمام فريش كير ماغنوليا 500 مل,0.0,low,
5007,اسناد مسحوق الكمون 100جم,88.0,critical,cumin
5806,الخير Milk بودرة كاML الدسم 900جم,85.0,critical,milk
5986,الري  الفرنسية كريمة الطبخ 1 لتر,56.0,high,cream
6617,Spaghetti Pasta 400g,62.400000000000006,high,pasta
6629,Penne Pasta 400g,62.400000000000006,high,pasta
8188,Zaiqa Garlic Paste - 330g,85.0,critical,garlic
8898,سانيتا مطبخ كلوب 5+1 مجانا,0.0,low,
10774,غندور كيك بار فانيلا 20جم (حبة 12),0.0,low,
11126,فرشلي ترمس قوارير 600جم,0.0,low,
11245,فقيه دجاج 1000جم,85.5,very_high,chicken
11362,فنش ملح لغسالات الاطباق 500جم,92.0,critical,salt
12130,كابري سن نكتار عصير برتقال 10×200مل,57.6,high,orange_juice
12526,كرستال شطة لويزيانا 474مل,0.0,low,
12563,كريستال شراب توت 725مل,0.0,low,
13740,لوزين خبز برجر بالسمسم6قطع,92.0,critical,bread
14456,مرح ماكسي رول 300 متر,0.0,low,
15718,نيفيا بخاخ مزيل العرق للرجال 150 مل,0.0,low,
16751,Sunwhite Rice 1 kg,100.0,critical,rice
17032,برايد جبنة موزاريلا مبشور 900جم,57.6,high,bananas
17327,Esnad Ground Black Pepper 100g,85.0,critical,black_pepper
17542,نبتة بهارات بديل الماجي الدجاج 200 جم,60.0,high,baharat
17909,طيبة صدور دجاج مجمدة 2 كجم,85.5,very_high,chicken
18089,NIVEA Men Cool Kick Roll-On Deodorant,0.0,low,
18201,نادك زبادي طازج كامل الدسم 1كجم,88.0,critical,yogurt
18386,Al Rabie Mango Juice - Pack of 18 x 125ml,34.8,medium,mango_juice
18594,Victoria Sliced Black Olives (Small) - 230g,0.0,low,
18645,Sanabel Al-Karam Fine Turkish Bulgur - 400g,76.5,very_high,cracked_wheat
18790,روائح العطارة بذور سمسم 180 جرام,0.0,low,
18830,Sanabel Al-Karam Split Chickpeas - 300g,79.2,very_high,chickpeas
18860,نادك لبن كامل الدسم 800 مل,0.0,low,
19256,عافية كمون حب140جرام,88.0,critical,cumin
19358,Greenz Berry Jelly,0.0,low,
19371,دوكس نقانق دجاج 2+1 340 جم,85.5,very_high,chicken
19719,أكتيفيا زبادي كامل الدسم 150 جرام 5+1 مجانا,88.0,critical,yogurt
19854,Sanabel Al Karam Coarse Semolina - 400g,57.6,high,semolina
19955,Al Alali Whipped Cream,56.0,high,cream
20008,المراعي لبن زبادي قليل طازج 170جم,88.0,critical,yogurt
20377,Sunsilk Almond Cream,56.0,high,cream
20546,Sanabel Al Karam Desiccated Coconut - 150g,0.0,low,
20554,الصافي لبن كفير 280 مل,0.0,low,
22123,Indomie Fried Noodles,0.0,low,
22606,فرجينتو معجون طماطم 8×135جم,88.0,critical,tomato_paste
22708,مونتانا ملوخية مجمدة 400 جم,0.0,low,
22847,Herbal Essences Bio:Renew Argan Oil of Morocco Conditioner - 400ml,0.0,low,
22946,كواليكو بامية زيرو 400 جم,36.0,medium,okra
23056,واو باستا صلصة بيضاء كريمية 500جم,88.0,critical,eggs
23061,واو باستا صلصة حمراء 500جم,0.0,low,
24056,وادي فاطمة جبنة شبية 900 جم,76.5,very_high,cheese
24557,ماريني بسكويت بسكر 135جم,62.400000000000006,high,biscuits
24663,أرياف سفرة جامبو ملونة 120×140,0.0,low,
24780,فنيش باور جل غسالة الصحون برائحة الليمون 700 مل,64.0,high,lemon
26149,ساديا ناجت دجاج 750جم,85.5,very_high,chicken
27647,سيارا صدور دجاج توفير 2كيلو,85.5,very_high,chicken
1024,Tadly Nuts Covered in Milk Chocolate - 30g,60.0,high,chocolate
3272,Nido One Plus 900g,0.0,low,
3922,روائح العطارة قرفة مواسير 100جم,73.8,very_high,cinnamon
4535,سيريلاك علب قمح وعسل 125 جرام,73.8,very_high,honey
9539,سنيكرز ميني 23 جم,0.0,low,
16253,Helan Cardamom Seeds 170g,90.0,critical,cardamom
17791,Galaxy Fruits and Nuts,0.0,low,
20919,Bounty Coconut Chocolate Bar - 50g,60.0,high,chocolate
21969,Tadelle Dark Chocolate with Hazelnut Cream - 35g,60.0,high,chocolate
22589,Heelan Cloves - 125g,0.0,low,
902,بيلا ماكسي رول 1200,0.0,low,
1932,هوت اند كرسبي بطاطس كريس كات2.5كجم,72.0,very_high,potatoes
2818,اكوافيرا سائل غسيل اليدين  زهور الربيع 2.5لتر,0.0,low,
6128,الشامي اعشاب زنجبيل ليمون 15 خيط,64.0,high,lemon
6162,الصافي زبادي كامل الدسم 120  جرام,88.0,critical,yogurt
7106,امريكانا بوب كورن 1كيلو,0.0,low,
10175,Clorox Regular 3.78L + 470ml Free,0.0,low,
11051,فحم الجود سريع الاشتعال اسود 40قرص,0.0,low,
11729,فيري بلس سائل غسيل صحون 1 لتر ليمون,64.0,high,lemon
15347,نـدى زبادي يـوناني سادة منـزوع الدسم 160 جرام,88.0,critical,yogurt
